PID,Player,Span,Mat,Inns,Balls,Runs,Wkts,Bbm,Ave,Econ,Sr,5s,10s,Ct,St,Country,Format
2926,AR Border,1979-1994,273,87,2661,2071,73,3/20,28.36,4.66,36.4,0,0,127,0,Australia,ODI
2927,NW Bracken,2001-2009,116,116,5759,4240,174,5/47,24.36,4.41,33.0,5,2,26,0,Australia,ODI
2928,RJ Bright,1974-1986,11,10,462,350,3,1/28,116.66,4.54,154.0,0,0,2,0,Australia,ODI
2929,JA Burns,2015-2015,6,0,0,0,0,0,0,0,0,0,0,2,0,Australia,ODI
2930,IW Callen,1978-1982,5,4,180,148,5,3/24,29.60,4.93,36.0,0,0,2,0,Australia,ODI
2931,GD Campbell,1989-1990,12,12,613,404,18,3/17,22.44,3.95,34.0,0,0,4,0,Australia,ODI
2932,RJ Campbell,2002-2002,2,0,0,0,0,0,0,0,0,0,0,4,1,Australia,ODI
2933,AT Carey,2018-2018,1,0,0,0,0,0,0,0,0,0,0,1,0,Australia,ODI
2934,PH Carlson,1979-1979,4,3,168,70,2,1/21,35.00,2.50,84.0,0,0,0,0,Australia,ODI
2935,HWR Cartwright,2017-2017,2,0,0,0,0,0,0,0,0,0,0,1,0,Australia,ODI
2936,GS Chappell,1971-1983,74,67,3108,2097,72,5/15,29.12,4.04,43.1,0,2,23,0,Australia,ODI
2937,IM Chappell,1971-1980,16,2,42,23,2,2/14,11.50,3.28,21.0,0,0,5,0,Australia,ODI
2938,TM Chappell,1980-1983,20,14,736,538,19,3/31,28.31,4.38,38.7,0,0,8,0,Australia,ODI
2939,DT Christian,2012-2014,19,19,727,595,20,5/31,29.75,4.91,36.3,0,1,10,0,Australia,ODI
2940,SR Clark,2005-2009,39,38,1829,1477,53,4/54,27.86,4.84,34.5,2,0,10,0,Australia,ODI
2941,WM Clark,1978-1978,2,2,100,61,3,2/39,20.33,3.66,33.3,0,0,0,0,Australia,ODI
2942,MJ Clarke,2003-2015,245,106,2585,2146,57,5/35,37.64,4.98,45.3,1,1,106,0,Australia,ODI
2943,DJ Colley,1972-1972,1,1,66,72,0,0,0,6.54,0,0,0,0,0,Australia,ODI
2944,AN Connolly,1971-1971,1,1,64,62,0,0,0,5.81,0,0,0,0,0,Australia,ODI
2945,MJ Cosgrove,2006-2006,3,2,30,13,1,1/1,13.00,2.60,30.0,0,0,0,0,Australia,ODI
2946,GJ Cosier,1975-1979,9,8,409,248,14,5/18,17.71,3.63,29.2,0,1,4,0,Australia,ODI
2947,NM Coulter-Nile,2013-2017,21,21,1112,985,37,4/48,26.62,5.31,30.0,1,0,7,0,Australia,ODI
2948,DJ Cullen,2006-2006,5,5,213,147,2,2/25,73.50,4.14,106.5,0,0,2,0,Australia,ODI
2949,PJ Cummins,2011-2018,39,39,2028,1821,64,4/24,28.45,5.38,31.6,4,0,6,0,Australia,ODI
2950,BCJ Cutting,2013-2014,4,4,216,158,5,3/45,31.60,4.38,43.2,0,0,1,0,Australia,ODI
2951,AC Dale,1997-2000,30,30,1596,979,32,3/18,30.59,3.68,49.8,0,0,11,0,Australia,ODI
2952,WM Darling,1978-1982,18,0,0,0,0,0,0,0,0,0,0,6,0,Australia,ODI
2953,IC Davis,1974-1977,3,0,0,0,0,0,0,0,0,0,0,0,0,Australia,ODI
2954,SP Davis,1986-1988,39,39,2016,1133,44,3/10,25.75,3.37,45.8,0,0,5,0,Australia,ODI
2955,MJ Di Venuto,1997-1997,9,0,0,0,0,0,0,0,0,0,0,1,0,Australia,ODI
2956,AIC Dodemaide,1988-1993,24,24,1327,753,36,5/21,20.91,3.40,36.8,1,1,7,0,Australia,ODI
2957,XJ Doherty,2010-2015,60,56,2792,2224,55,4/28,40.43,4.77,50.7,3,0,19,0,Australia,ODI
2958,BR Dorey,2006-2006,4,4,162,146,2,1/12,73.00,5.40,81.0,0,0,0,0,Australia,ODI
2959,GC Dyer,1986-1988,23,0,0,0,0,0,0,0,0,0,0,24,4,Australia,ODI
2960,G Dymock,1974-1980,15,14,806,412,15,2/21,27.46,3.06,53.7,0,0,1,0,Australia,ODI
2961,J Dyson,1980-1983,29,0,0,0,0,0,0,0,0,0,0,12,0,Australia,ODI
2962,R Edwards,1972-1975,9,0,0,0,0,0,0,0,0,0,0,0,0,Australia,ODI
2963,WJ Edwards,1975-1975,1,1,1,0,0,0,0,0.00,0,0,0,0,0,Australia,ODI
2964,MTG Elliott,1997-1997,1,0,0,0,0,0,0,0,0,0,0,0,0,Australia,ODI
2965,PA Emery,1994-1994,1,0,0,0,0,0,0,0,0,0,0,3,0,Australia,ODI
2966,JP Faulkner,2013-2017,69,67,3211,2962,96,4/32,30.85,5.53,33.4,4,0,21,0,Australia,ODI
2967,Fawad Ahmed,2013-2013,3,3,144,145,3,1/39,48.33,6.04,48.0,0,0,0,0,Australia,ODI
2968,CJ Ferguson,2009-2011,30,0,0,0,0,0,0,0,0,0,0,7,0,Australia,ODI
2969,AJ Finch,2013-2018,88,13,152,130,2,1/2,65.00,5.13,76.0,0,0,43,0,Australia,ODI
2970,DW Fleming,1994-2001,88,88,4619,3402,134,5/36,25.38,4.41,34.4,4,1,14,0,Australia,ODI
2971,PJ Forrest,2012-2012,15,0,0,0,0,0,0,0,0,0,0,4,0,Australia,ODI
2972,B Geeves,2008-2009,2,2,90,78,3,2/11,26.00,5.20,30.0,0,0,1,0,Australia,ODI
2973,DR Gilbert,1986-1986,14,14,684,552,18,5/46,30.66,4.84,38.0,0,1,3,0,Australia,ODI
2974,AC Gilchrist,1996-2008,286,0,0,0,0,0,0,0,0,0,0,416,54,Australia,ODI
2975,JN Gillespie,1996-2005,97,96,5144,3611,142,5/22,25.42,4.21,36.2,3,3,10,0,Australia,ODI
2976,GJ Gilmour,1974-1975,5,5,320,165,16,6/14,10.31,3.09,20.0,0,2,2,0,Australia,ODI
2977,SF Graf,1980-1981,11,10,522,345,8,2/23,43.12,3.96,65.2,0,0,1,0,Australia,ODI
2978,BJ Haddin,2001-2015,126,0,0,0,0,0,0,0,0,0,0,170,11,Australia,ODI
2979,JR Hammond,1972-1972,1,1,54,41,1,1/41,41.00,4.55,54.0,0,0,0,0,Australia,ODI
2980,PSP Handscomb,2017-2017,8,0,0,0,0,0,0,0,0,0,0,6,0,Australia,ODI
2981,RJ Harris,2009-2012,21,20,1031,832,44,5/19,18.90,4.84,23.4,0,3,6,0,Australia,ODI
2982,IJ Harvey,1997-2004,73,70,3279,2577,85,4/16,30.31,4.71,38.5,4,0,17,0,Australia,ODI
2983,SM Harwood,2009-2009,1,1,60,57,2,2/57,28.50,5.70,30.0,0,0,0,0,Australia,ODI
2984,JW Hastings,2010-2017,29,29,1486,1256,42,6/45,29.90,5.07,35.3,1,1,5,0,Australia,ODI
2985,NM Hauritz,2002-2011,58,56,2724,2152,63,4/29,34.15,4.74,43.2,2,0,24,0,Australia,ODI
2986,ML Hayden,1993-2008,160,1,6,18,0,0,0,18.00,0,0,0,68,0,Australia,ODI
2987,JR Hazlewood,2010-2018,41,40,2126,1675,69,6/52,24.27,4.72,30.8,1,3,12,0,Australia,ODI
2988,TM Head,2016-2018,34,26,765,737,12,2/22,61.41,5.78,63.7,0,0,11,0,Australia,ODI
2989,IA Healy,1988-1997,168,0,0,0,0,0,0,0,0,0,0,194,39,Australia,ODI
2990,SD Heazlett,2017-2017,1,0,0,0,0,0,0,0,0,0,0,0,0,Australia,ODI
2991,MC Henriques,2009-2017,11,10,354,306,7,3/32,43.71,5.18,50.5,0,0,4,0,Australia,ODI
2992,AMJ Hilditch,1979-1985,8,0,0,0,0,0,0,0,0,0,0,1,0,Australia,ODI
2993,BW Hilfenhaus,2007-2012,25,25,1216,1075,29,5/33,37.06,5.30,41.9,0,1,10,0,Australia,ODI
2994,BJ Hodge,2005-2007,25,3,66,51,1,1/17,51.00,4.63,66.0,0,0,16,0,Australia,ODI
2995,TG Hogan,1983-1984,16,15,917,574,23,4/33,24.95,3.75,39.8,1,0,10,0,Australia,ODI
2996,GB Hogg,1996-2008,123,113,5564,4188,156,5/32,26.84,4.51,35.6,3,2,36,0,Australia,ODI
2997,RM Hogg,1979-1985,71,67,3677,2418,85,4/29,28.44,3.94,43.2,5,0,8,0,Australia,ODI
2998,RG Holland,1985-1985,2,2,126,99,2,2/49,49.50,4.71,63.0,0,0,0,0,Australia,ODI
2999,DW Hookes,1977-1986,39,3,29,28,1,1/2,28.00,5.79,29.0,0,0,11,0,Australia,ODI
3000,JR Hopes,2005-2010,84,75,3157,2384,67,5/14,35.58,4.53,47.1,0,1,25,0,Australia,ODI
3001,KJ Hughes,1977-1985,97,1,1,4,0,0,0,24.00,0,0,0,27,0,Australia,ODI
3002,MG Hughes,1988-1993,33,33,1639,1115,38,4/44,29.34,4.08,43.1,1,0,6,0,Australia,ODI
3003,PJ Hughes,2013-2014,25,0,0,0,0,0,0,0,0,0,0,5,0,Australia,ODI
3004,AG Hurst,1975-1979,8,7,402,203,12,5/21,16.91,3.02,33.5,0,1,1,0,Australia,ODI
3005,DJ Hussey,2008-2013,69,39,802,698,18,4/21,38.77,5.22,44.5,2,0,29,0,Australia,ODI
3006,MEK Hussey,2004-2012,185,13,240,235,2,1/22,117.50,5.87,120.0,0,0,105,0,Australia,ODI
3007,PA Jaques,2006-2007,6,0,0,0,0,0,0,0,0,0,0,3,0,Australia,ODI
3008,TJ Jenner,1975-1975,1,1,64,28,0,0,0,2.62,0,0,0,0,0,Australia,ODI
3009,MG Johnson,2005-2015,153,150,7489,6038,239,6/31,25.26,4.83,31.3,9,3,35,0,Australia,ODI
3010,DM Jones,1984-1994,164,8,106,81,3,2/34,27.00,4.58,35.3,0,0,54,0,Australia,ODI
3011,BP Julian,1993-1999,25,25,1146,997,22,3/40,45.31,5.21,52.0,0,0,8,0,Australia,ODI
3012,MS Kasprowicz,1995-2005,43,42,2225,1674,67,5/45,24.98,4.51,33.2,1,2,13,0,Australia,ODI
3013,SM Katich,2001-2006,45,0,0,0,0,0,0,0,0,0,0,13,0,Australia,ODI
3014,MF Kent,1981-1981,5,0,0,0,0,0,0,0,0,0,0,4,0,Australia,ODI
3015,RB Kerr,1985-1985,4,0,0,0,0,0,0,0,0,0,0,1,0,Australia,ODI
3016,UT Khawaja,2013-2017,18,0,0,0,0,0,0,0,0,0,0,3,0,Australia,ODI
3017,JJ Krejza,2011-2011,8,8,425,331,7,2/28,47.28,4.67,60.7,0,0,2,0,Australia,ODI
3018,BM Laird,1979-1982,23,0,0,0,0,0,0,0,0,0,0,5,0,Australia,ODI
3019,JL Langer,1994-1997,8,0,0,0,0,0,0,0,0,0,0,2,1,Australia,ODI
3020,B Laughlin,2009-2009,5,5,224,219,4,1/28,54.75,5.86,56.0,0,0,2,0,Australia,ODI
3021,TJ Laughlin,1978-1979,6,6,308,224,8,3/54,28.00,4.36,38.5,0,0,0,0,Australia,ODI
3022,SG Law,1994-1999,54,25,807,635,12,2/22,52.91,4.72,67.2,0,0,12,0,Australia,ODI
3023,WM Lawry,1971-1971,1,0,0,0,0,0,0,0,0,0,0,1,0,Australia,ODI
3024,GF Lawson,1980-1989,79,79,4259,2592,88,4/26,29.45,3.65,48.3,1,0,18,0,Australia,ODI
3025,B Lee,2000-2012,221,217,11185,8877,380,5/22,23.36,4.76,29.4,14,9,54,0,Australia,ODI
3026,S Lee,1995-2001,45,43,1706,1245,48,5/33,25.93,4.37,35.5,1,1,23,0,Australia,ODI
3027,DS Lehmann,1996-2005,117,62,1793,1445,52,4/7,27.78,4.83,34.4,1,0,26,0,Australia,ODI
3028,ML Lewis,2005-2006,7,7,341,391,7,3/56,55.85,6.87,48.7,0,0,1,0,Australia,ODI
3029,DK Lillee,1972-1983,63,63,3593,2145,103,5/34,20.82,3.58,34.8,5,1,10,0,Australia,ODI
3030,CA Lynn,2017-2017,1,0,0,0,0,0,0,0,0,0,0,0,0,Australia,ODI
3031,NM Lyon,2012-2016,13,13,720,592,17,4/44,34.82,4.93,42.3,1,0,2,0,Australia,ODI
3032,RB McCosker,1975-1982,14,0,0,0,0,0,0,0,0,0,0,3,0,Australia,ODI
3033,RJ McCurdy,1985-1985,11,11,515,375,12,3/19,31.25,4.36,42.9,0,0,1,0,Australia,ODI
3034,CJ McDermott,1985-1996,138,138,7461,5018,203,5/44,24.71,4.03,36.7,4,1,27,0,Australia,ODI
3035,SCG MacGill,2000-2000,3,3,180,105,6,4/19,17.50,3.50,30.0,1,0,2,0,Australia,ODI
3036,GD McGrath,1993-2007,249,247,12928,8354,380,7/15,21.98,3.87,34.0,9,7,36,0,Australia,ODI
3037,CJ McKay,2009-2014,59,59,2965,2364,97,5/28,24.37,4.78,30.5,4,2,7,0,Australia,ODI
3038,GD McKenzie,1971-1971,1,1,60,22,2,2/22,11.00,2.20,30.0,0,0,1,0,Australia,ODI
3039,JA Maclean,1979-1979,2,0,0,0,0,0,0,0,0,0,0,0,0,Australia,ODI
3040,KH MacLeay,1983-1987,16,16,857,626,15,6/39,41.73,4.38,57.1,0,1,2,0,Australia,ODI
3041,JN Maguire,1983-1984,23,20,1009,769,19,3/61,40.47,4.57,53.1,0,0,2,0,Australia,ODI
3042,JP Maher,1998-2003,26,0,0,0,0,0,0,0,0,0,0,18,0,Australia,ODI
3043,AA Mallett,1971-1975,9,9,502,341,11,3/34,31.00,4.07,45.6,0,0,4,0,Australia,ODI
3044,MF Malone,1977-1982,10,10,612,315,11,2/9,28.63,3.08,55.6,0,0,1,0,Australia,ODI
3045,GA Manou,2009-2009,4,0,0,0,0,0,0,0,0,0,0,5,0,Australia,ODI
3046,GR Marsh,1986-1992,117,1,6,4,0,0,0,4.00,0,0,0,31,0,Australia,ODI
3047,MR Marsh,2011-2018,53,50,1700,1564,44,5/33,35.54,5.52,38.6,1,1,25,0,Australia,ODI
3048,RW Marsh,1971-1984,92,0,0,0,0,0,0,0,0,0,0,120,4,Australia,ODI
3049,SE Marsh,2008-2017,53,0,0,0,0,0,0,0,0,0,0,13,0,Australia,ODI
3050,DR Martyn,1992-2006,208,31,794,704,12,2/21,58.66,5.31,66.1,0,0,69,0,Australia,ODI
3051,RAL Massie,1972-1972,3,3,183,129,3,2/35,43.00,4.22,61.0,0,0,1,0,Australia,ODI
3052,GRJ Matthews,1984-1993,59,54,2808,2004,57,3/27,35.15,4.28,49.2,0,0,23,0,Australia,ODI
3053,GJ Maxwell,2012-2018,81,62,1906,1765,45,4/46,39.22,5.55,42.3,2,0,50,0,Australia,ODI
3054,TBA May,1987-1995,47,46,2504,1772,39,3/19,45.43,4.24,64.2,0,0,3,0,Australia,ODI
3055,JM Mennie,2016-2016,2,2,120,131,3,3/49,43.66,6.55,40.0,0,0,0,0,Australia,ODI
3056,TM Moody,1987-1999,76,66,2797,2014,52,3/25,38.73,4.32,53.7,0,0,21,0,Australia,ODI
3057,JK Moss,1979-1979,1,0,0,0,0,0,0,0,0,0,0,2,0,Australia,ODI
3058,DP Nannes,2009-2009,1,1,42,20,1,1/20,20.00,2.85,42.0,0,0,0,0,Australia,ODI
3059,AA Noffke,2008-2008,1,1,54,46,1,1/46,46.00,5.11,54.0,0,0,0,0,Australia,ODI
3060,MJ North,2009-2009,2,1,18,16,0,0,0,5.33,0,0,0,1,0,Australia,ODI
3061,SP O'Donnell,1985-1991,87,87,4350,3102,108,5/13,28.72,4.27,40.2,5,1,22,0,Australia,ODI
3062,KJ O'Keeffe,1977-1977,2,2,132,79,2,1/36,39.50,3.59,66.0,0,0,0,0,Australia,ODI
3063,TD Paine,2009-2018,30,0,0,0,0,0,0,0,0,0,0,41,4,Australia,ODI
3064,JS Paris,2016-2016,2,2,96,93,1,1/40,93.00,5.81,96.0,0,0,1,0,Australia,ODI
3065,LS Pascoe,1977-1982,29,28,1568,1066,53,5/30,20.11,4.07,29.5,4,1,6,0,Australia,ODI
3066,JL Pattinson,2011-2015,15,15,727,681,16,4/51,42.56,5.62,45.4,1,0,3,0,Australia,ODI
3067,WB Phillips,1982-1986,48,0,0,0,0,0,0,0,0,0,0,42,7,Australia,ODI
3068,RT Ponting,1995-2012,374,5,150,104,3,1/12,34.66,4.16,50.0,0,0,159,0,Australia,ODI
3069,GD Porter,1979-1979,2,2,108,33,3,2/13,11.00,1.83,36.0,0,0,1,0,Australia,ODI
3070,CG Rackemann,1983-1991,52,52,2791,1833,82,5/16,22.35,3.94,34.0,3,1,6,0,Australia,ODI
3071,IR Redpath,1971-1975,5,0,0,0,0,0,0,0,0,0,0,2,0,Australia,ODI
3072,BA Reid,1986-1992,61,61,3250,2203,63,5/53,34.96,4.06,51.5,0,1,6,0,Australia,ODI
3073,PR Reiffel,1992-1999,92,92,4732,3096,106,4/13,29.20,3.92,44.6,5,0,25,0,Australia,ODI
3074,JA Richardson,2018-2018,1,1,60,57,2,2/57,28.50,5.70,30.0,0,0,0,0,Australia,ODI
3075,KW Richardson,2013-2017,15,15,779,698,21,5/68,33.23,5.37,37.0,0,1,2,0,Australia,ODI
3076,GM Ritchie,1982-1987,44,0,0,0,0,0,0,0,0,0,0,9,0,Australia,ODI
3077,SJ Rixon,1978-1985,6,0,0,0,0,0,0,0,0,0,0,9,2,Australia,ODI
3078,GR Robertson,1994-1998,13,13,597,430,8,3/29,53.75,4.32,74.6,0,0,3,0,Australia,ODI
3079,RD Robinson,1977-1977,2,0,0,0,0,0,0,0,0,0,0,3,1,Australia,ODI
3080,L Ronchi,2008-2008,4,0,0,0,0,0,0,0,0,0,0,5,2,Australia,ODI
3081,GS Sandhu,2015-2015,2,2,120,107,3,2/49,35.66,5.35,40.0,0,0,0,0,Australia,ODI
3082,CS Serjeant,1977-1978,3,0,0,0,0,0,0,0,0,0,0,1,0,Australia,ODI
3083,AP Sheahan,1972-1972,3,0,0,0,0,0,0,0,0,0,0,0,0,Australia,ODI
3084,PM Siddle,2009-2010,17,16,751,581,15,3/55,38.73,4.64,50.0,0,0,1,0,Australia,ODI
3085,JD Siddons,1988-1988,1,0,0,0,0,0,0,0,0,0,0,0,0,Australia,ODI
3086,RB Simpson,1978-1978,2,2,102,95,2,2/30,47.50,5.58,51.0,0,0,4,0,Australia,ODI
3087,MJ Slater,1993-1997,42,2,12,11,0,0,0,5.50,0,0,0,9,0,Australia,ODI
3088,SB Smith,1983-1985,28,2,7,5,0,0,0,4.28,0,0,0,8,0,Australia,ODI
3089,SPD Smith,2010-2018,108,36,1046,931,27,3/16,34.48,5.34,38.7,0,0,62,0,Australia,ODI
3090,KR Stackpole,1971-1974,6,2,77,54,3,3/40,18.00,4.20,25.6,0,0,1,0,Australia,ODI
3091,B Stanlake,2017-2017,2,2,78,68,1,1/55,68.00,5.23,78.0,0,0,0,0,Australia,ODI
3092,MA Starc,2010-2018,72,72,3593,2954,141,6/28,20.95,4.93,25.4,9,5,19,0,Australia,ODI
3093,MP Stoinis,2015-2018,13,12,451,437,7,3/49,62.42,5.81,64.4,0,0,4,0,Australia,ODI
3094,AM Stuart,1997-1997,3,3,180,109,8,5/26,13.62,3.63,22.5,0,1,2,0,Australia,ODI
3095,A Symonds,1998-2009,198,158,5935,4955,133,5/18,37.25,5.00,44.6,2,1,82,0,Australia,ODI
3096,SW Tait,2007-2011,35,34,1688,1461,62,4/39,23.56,5.19,27.2,2,0,8,0,Australia,ODI
3097,MA Taylor,1989-1997,113,0,0,0,0,0,0,0,0,0,0,56,0,Australia,ODI
3098,PL Taylor,1987-1992,83,80,3937,2740,97,4/38,28.24,4.17,40.5,1,0,34,0,Australia,ODI
3099,AL Thomson,1971-1971,1,1,64,22,1,1/22,22.00,2.06,64.0,0,0,0,0,Australia,ODI
3100,JR Thomson,1975-1985,50,50,2696,1942,55,4/67,35.30,4.32,49.0,1,0,9,0,Australia,ODI
3101,PM Toohey,1978-1979,5,0,0,0,0,0,0,0,0,0,0,0,0,Australia,ODI
3102,CP Tremain,2016-2016,4,4,240,255,7,3/64,36.42,6.37,34.2,0,0,1,0,Australia,ODI
3103,GS Trimble,1986-1986,2,1,24,32,0,0,0,8.00,0,0,0,0,0,Australia,ODI
3104,A Turner,1975-1975,6,0,0,0,0,0,0,0,0,0,0,3,0,Australia,ODI
3105,AJ Tye,2018-2018,4,4,219,169,8,5/46,21.12,4.63,27.3,0,1,1,0,Australia,ODI
3106,MRJ Veletta,1987-1989,20,0,0,0,0,0,0,0,0,0,0,8,0,Australia,ODI
3107,AC Voges,2007-2013,31,15,301,276,6,1/3,46.00,5.50,50.1,0,0,7,0,Australia,ODI
3108,MS Wade,2012-2017,94,0,0,0,0,0,0,0,0,0,0,108,9,Australia,ODI
3109,MHN Walker,1974-1981,17,17,1006,546,20,4/19,27.30,3.25,50.3,1,0,6,0,Australia,ODI
3110,KD Walters,1971-1981,28,10,314,273,4,2/24,68.25,5.21,78.5,0,0,10,0,Australia,ODI
3111,SK Warne,1993-2003,193,190,10600,7514,291,5/33,25.82,4.25,36.4,12,1,80,0,Australia,ODI
3112,DA Warner,2009-2018,106,1,6,8,0,0,0,8.00,0,0,0,49,0,Australia,ODI
3113,GD Watson,1972-1972,2,1,48,28,2,2/28,14.00,3.50,24.0,0,0,0,0,Australia,ODI
3114,SR Watson,2002-2015,190,163,6466,5342,168,4/36,31.79,4.95,38.4,3,0,64,0,Australia,ODI
3115,ME Waugh,1988-2002,244,120,3687,2938,85,5/24,34.56,4.78,43.3,1,1,108,0,Australia,ODI
3116,SR Waugh,1986-2002,325,207,8883,6761,195,4/33,34.67,4.56,45.5,3,0,111,0,Australia,ODI
3117,DM Wellham,1981-1987,17,0,0,0,0,0,0,0,0,0,0,8,0,Australia,ODI
3118,KC Wessels,1983-1985,54,22,737,655,18,2/16,36.38,5.33,40.9,0,0,19,0,Australia,ODI
3119,DF Whatmore,1980-1980,1,0,0,0,0,0,0,0,0,0,0,0,0,Australia,ODI
3120,CL White,2005-2018,91,19,331,351,12,3/5,29.25,6.36,27.5,0,0,37,0,Australia,ODI
3121,MR Whitney,1983-1993,38,38,2106,1249,46,4/34,27.15,3.55,45.7,2,0,11,0,Australia,ODI
3122,JM Wiener,1979-1980,7,2,24,34,0,0,0,8.50,0,0,0,2,0,Australia,ODI
3123,BA Williams,2002-2004,25,24,1203,814,35,5/22,23.25,4.05,34.3,1,2,4,0,Australia,ODI
3124,P Wilson,1997-1998,11,11,562,450,13,3/39,34.61,4.80,43.2,0,0,1,0,Australia,ODI
3125,GM Wood,1978-1989,83,0,0,0,0,0,0,0,0,0,0,17,0,Australia,ODI
3126,AJ Woodcock,1974-1974,1,0,0,0,0,0,0,0,0,0,0,0,0,Australia,ODI
3127,RD Woolley,1983-1983,4,0,0,0,0,0,0,0,0,0,0,1,1,Australia,ODI
3128,DJ Worrall,2016-2016,3,3,158,171,1,1/43,171.00,6.49,158.0,0,0,1,0,Australia,ODI
3129,KJ Wright,1979-1979,5,0,0,0,0,0,0,0,0,0,0,8,0,Australia,ODI
3130,GN Yallop,1978-1984,30,4,138,119,3,2/28,39.66,5.17,46.0,0,0,5,0,Australia,ODI
3131,B Yardley,1978-1983,7,5,198,130,7,3/28,18.57,3.93,28.2,0,0,1,0,Australia,ODI
3132,BE Young,1998-1999,6,5,234,251,1,1/26,251.00,6.43,234.0,0,0,2,0,Australia,ODI
3133,A Zampa,2016-2018,31,31,1540,1459,42,3/16,34.73,5.68,36.6,0,0,7,0,Australia,ODI
3134,AK Zesers,1987-1987,2,2,90,74,1,1/37,74.00,4.93,90.0,0,0,1,0,Australia,ODI
3135,TJ Zoehrer,1986-1994,22,0,0,0,0,0,0,0,0,0,0,21,2,Australia,ODI
3136,Abdur Razzak,2004-2014,153,152,1327.3,6065,70,5/29,29.29,4.56,38.4,5,4,32,0,Bangladesh,ODI
3137,Abul Hasan,2012-2018,7,7,36.0,244,1,0,0,6.77,0,0,0,1,0,Bangladesh,ODI
3138,Aftab Ahmed,2004-2010,85,30,123.1,656,0,5/31,54.66,5.32,61.5,0,1,29,0,Bangladesh,ODI
3139,Ahmed Kamal,1999-1999,1,1,5.0,39,0,1/39,39.00,7.80,30.0,0,0,0,0,Bangladesh,ODI
3140,Akram Khan,1988-2003,44,6,19.3,138,0,0,0,7.07,0,0,0,8,0,Bangladesh,ODI
3141,Alok Kapali,2002-2011,69,49,242.0,1255,8,3/49,52.29,5.18,60.5,0,0,29,0,Bangladesh,ODI
3142,Al-Amin Hossain,2014-2015,14,14,100.3,523,7,4/51,24.90,5.20,28.7,2,0,1,0,Bangladesh,ODI
3143,Al Sahariar,1999-2003,29,0,0,0,0,0,0,0,0,0,0,7,0,Bangladesh,ODI
3144,Aminul Islam,1988-2002,39,19,68.4,411,0,3/57,58.71,5.98,58.8,0,0,13,0,Bangladesh,ODI
3145,Aminul Islam,1999-1999,1,1,5.0,33,1,1/33,33.00,6.60,30.0,0,0,0,0,Bangladesh,ODI
3146,Anamul Haque,2012-2018,34,0,0,0,0,0,0,0,0,0,0,10,0,Bangladesh,ODI
3147,Anisur Rahman,1995-1998,2,2,8.0,68,0,0,0,8.50,0,0,0,0,0,Bangladesh,ODI
3148,Anwar Hossain Monir,2002-2002,1,1,8.0,45,0,0,0,5.62,0,0,0,0,0,Bangladesh,ODI
3149,Anwar Hossain,2002-2002,1,0,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,ODI
3150,Arafat Sunny,2014-2015,16,16,138.2,600,8,4/27,25.00,4.33,34.5,2,0,5,0,Bangladesh,ODI
3151,Athar Ali Khan,1988-1998,19,15,70.0,365,1,2/33,60.83,5.21,70.0,0,0,2,0,Bangladesh,ODI
3152,Azhar Hossain,1988-1990,7,7,43.5,209,1,1/20,52.25,4.76,65.7,0,0,2,0,Bangladesh,ODI
3153,Dhiman Ghosh,2008-2008,14,0,0,0,0,0,0,0,0,0,0,9,4,Bangladesh,ODI
3154,Dolar Mahmud,2008-2009,7,7,35.0,258,1,4/28,32.25,7.37,26.2,1,0,0,0,Bangladesh,ODI
3155,Ehsanul Haque,2002-2003,6,3,23.3,113,0,2/34,37.66,4.80,47.0,0,0,0,0,Bangladesh,ODI
3156,Elias Sunny,2011-2012,4,4,34.0,161,2,2/21,32.20,4.73,40.8,0,0,0,0,Bangladesh,ODI
3157,Enamul Haque,1990-2002,29,28,206.2,1083,3,2/40,57.00,5.24,65.1,0,0,6,0,Bangladesh,ODI
3158,Enamul Haque jnr,2005-2009,10,10,96.0,422,3,3/16,30.14,4.39,41.1,0,0,8,0,Bangladesh,ODI
3159,Fahim Muntasir,2001-2002,3,3,28.1,111,0,0,0,3.94,0,0,0,2,0,Bangladesh,ODI
3160,Faisal Hossain,2004-2010,6,2,12.1,53,0,1/27,53.00,4.35,73.0,0,0,3,0,Bangladesh,ODI
3161,Farhad Reza,2006-2011,34,32,189.5,1017,12,5/42,46.22,5.35,51.7,0,1,13,0,Bangladesh,ODI
3162,Faruk Ahmed,1988-1999,7,0,0,0,0,0,0,0,0,0,0,2,0,Bangladesh,ODI
3163,Gazi Ashraf,1986-1990,7,3,8.3,33,0,1/7,16.50,3.88,25.5,0,0,1,0,Bangladesh,ODI
3164,Gholam Nousher,1986-1990,9,9,68.0,314,5,1/27,62.80,4.61,81.6,0,0,0,0,Bangladesh,ODI
3165,Golam Faruq,1986-1990,5,5,31.0,116,3,1/22,58.00,3.74,93.0,0,0,0,0,Bangladesh,ODI
3166,Habibul Bashar,1995-2007,111,6,29.1,142,0,1/31,142.00,4.86,175.0,0,0,26,0,Bangladesh,ODI
3167,Hafizur Rahman,1986-1986,2,0,0,0,0,0,0,0,0,0,0,2,0,Bangladesh,ODI
3168,Hannan Sarkar,2002-2004,20,1,0.3,13,0,0,0,26.00,0,0,0,8,0,Bangladesh,ODI
3169,Harunur Rashid,1988-1988,2,0,0,0,0,0,0,0,0,0,0,0,0,Bangladesh,ODI
